id,drug,cyp2d6,CL_sampled,Vd_sampled,Css,dCdt_rel_24h,dCdt_rel_72h,pct_drop_24h,pct_drop_72h,t_75pct,t_50pct,t_25pct,t_10pct,AUC_deficit_7d
17,Sertraline,normal,33.943369122563126,1215.2084999208107,0.060673,-0.025637,-0.012491,61.53,89.934,0.1,14.619,39.434,72.237,8.5743
18,Sertraline,normal,40.67820033279861,1649.213987108843,0.050682,-0.023709,-0.012057,56.903,86.809,1.541,17.977,46.08,83.23,6.9392
19,Sertraline,normal,20.885680660216245,1192.243097619598,0.098729,-0.018681,-0.010584,44.835,76.205,6.469,29.614,69.181,121.488,12.1019
20,Sertraline,normal,88.28504033487393,1238.7168627923488,0.023002,-0.038265,-0.013852,91.836,99.733,NA,NA,8.304,21.158,3.7186
21,Sertraline,normal,31.51809121219832,1189.4417191034674,0.065374,-0.024817,-0.012315,59.561,88.665,0.692,15.991,42.151,76.731,9.1203
22,Sertraline,normal,45.946445142616646,1254.1183494517309,0.044684,-0.02985,-0.01321,71.64,95.114,NA,8.527,27.447,52.457,6.6752
23,Sertraline,normal,103.94131082760084,1135.4268235613763,0.019438,-0.040061,-0.013882,96.147,99.952,NA,NA,3.584,13.593,3.1919
24,Sertraline,normal,44.8574899347389,1413.340761532192,0.045849,-0.027633,-0.012869,66.318,92.659,NA,11.557,33.396,62.265,6.6654
25,Sertraline,normal,33.120486915480086,1922.6714706062212,0.062247,-0.018449,-0.010504,44.278,75.626,6.754,30.291,70.529,123.72,7.5815
26,Sertraline,normal,20.97714149986661,1243.8779981017028,0.098255,-0.018159,-0.010401,43.581,74.889,7.121,31.164,72.265,126.599,11.8694
27,Sertraline,normal,24.317539162826336,959.6157273769878,0.084763,-0.024126,-0.012156,57.902,87.526,1.214,17.214,44.568,80.726,11.6898
28,Sertraline,normal,35.31549576871857,882.2099004789467,0.058065,-0.031184,-0.013377,74.842,96.317,NA,6.845,24.16,47.048,8.8022
29,Sertraline,normal,29.914279239384314,2087.2411174163967,0.06864,-0.016023,-0.009593,38.456,69.067,10.205,38.496,86.859,150.793,7.7481
30,Sertraline,normal,45.74932038375231,1180.2829453223706,0.044843,-0.030703,-0.01332,73.688,95.906,NA,7.442,25.324,48.96,6.7629
31,Sertraline,normal,23.326894362440175,1110.7366115341383,0.088451,-0.021281,-0.011409,51.075,82.146,3.66,22.965,55.97,99.602,11.5487
32,Sertraline,normal,69.81816531287997,981.6239345920104,0.029088,-0.038247,-0.013851,91.793,99.73,NA,NA,8.348,21.229,4.7016
33,Sertraline,normal,21.22863438813313,2315.58349247267,0.093158,-0.011061,-0.007319,26.545,52.695,21.73,65.957,141.565,241.512,8.343
34,Sertraline,normal,43.45067848044479,1382.142904165745,0.047339,-0.027484,-0.012843,65.961,92.473,NA,11.772,33.82,62.965,6.8683
